zone_id,monitored_or_unmonitored,station_count,raw_observation_count,training_rows,validation_rows,test_rows,total_supervised_rows,test_MAE,test_RMSE,test_R2,test_bias,test_sample_count,prediction_available,kriging_available
ZONE-LHR-0218,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0219,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0220,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0221,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0222,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0223,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0224,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0225,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0226,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0227,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0228,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0229,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0230,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0231,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0232,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0233,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0234,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0235,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0236,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0237,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0238,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0239,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0240,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
ZONE-LHR-0241,Unmonitored / Spatial Kriging Target,0,0,0,0,0,0,N/A,N/A,N/A,N/A,0,True,True
